id,year,form,question,subject,score,pages,curriculum_mentions,achievement_codes,visual_references,needs_visual_context,text
2018-A-Q11,2018,A,11,즐거운 생활,2,8,2015,,,False,"11. 다음은 2015 개정 즐거운 생활 교과와 관련하여 초임 교사와
수석 교사가 나눈 대화이다. 밑줄 친 ㉠～㉣ 중 옳지 않은 내용
2가지를 찾아 각각의 기호를 쓰고 바르게 고쳐 쓰시오. [2점]
초임 교사: 선생님, 즐거운 생활 교과를 가르칠 때 무엇에
중점을 두어야 할까요?
수석 교사: 아무래도 ‘표현 놀이’가 아닐까요? 일반적으로
즐거운 생활 교과를 ‘표현 놀이 중심 교과’라고 하잖아요.
그렇기 때문에 즐거운 생활 교과 수업에서는 생활 속
상황을 다양하게 느끼고, 그 느낀 것들을 여러 가지로
표현하는 기회들을 제공합니다.
초임 교사: 그렇다면, 즐거운 생활 교과의 교수․학습 지도를
위해서 유의할 점들은 어떤 것들이 있을까요?
수석 교사: 첫째, ㉠표현 놀이를 해 보는 것 자체는 학습의
목적보다는 주요 수단이 되어야 해요.
둘째, ㉡ 표현 놀이를 위해서는 다양하고 풍부한 ,
그리고 창의적인 방식을 최대한 허용할 수 있어야
합니다. 그렇게 하면 학생들이 표현 놀이 자체를 즐기게
되지요.
셋째, ㉢ 표현 놀이의 의미 강화를 위해 활동 후
활동을 준비합니다. 이것을 통해 활동 과정에서 학생
들이 의도하지 않았던 여러 가지 잠재적 학습 결과들을
이끌어 낼 수 있어요.
넷째, ㉣표현 놀이는 설정된 상황에서는 일어나지
않기 때문에 자연적인 상황을 조성해야 한다는 것이지요.
초임 교사: 아, 그렇군요. 잘 알겠습니다. 좋은 말씀 감사합
니다.
①
②"
2018-B-Q01,2018,B,1,총론·창의적 체험활동,3,1,2015,,,False,"1. ○○초등학교에서는 교사 협의회를 거쳐 2018학년도 교육과정
계획을 수립하였다. (가)는 교사 협의회에서 나눈 대화이고, (나)는
1～2학년군의 창의적 체험활동 운영 계획의 일부이다. 물음에
답하시오. [3점]
(가)
김교 사: 지난번 협의회에서는 2018학년도 교육과정 편성․
운영의 방향을 ‘기초 학습 능력 다지기’와 ‘폭력 없는
학교 만들기’로 정했습니다. 오늘은 이를 실현하기
위한 방안에 대해 말해 봅시다.
이교 사: 저학년 학생들의 기초 학습 능력에 관심을 기울여야
할 것 같아요. 2015 개정 교육과정에는 “국어 사용
능력과 ( ㉠ )의 기초가 부족한 학생들을 대상으로
기초 학습 능력 향상을 위한 별도의 프로그램을 편성․
운영할 수 있다.”라고 되어 있어요. 이번 기회에 우리
학교 실정에 알맞은 프로그램을 만들었으면 좋겠어요.
박교 사: 기초 학습 능력을 보충하는 데 도움이 되는 방향으로
수업 시수를 조정하면 어떨까요?
최교 사: 저도 같은 생각입니다. 그런데 2015 개정 교육과정
에서 “체육, ( ㉡ ) 교과는 기준 수업 시수를
감축하여 편성․운영할 수 없다 .”라고 제한하고
있으니, 이 점에 유의해야 할 것 같아요.
김교 사:‘ 폭력 없는 학교 만들기’에 대해서도 말해 볼까요?
이교 사:1 ～ 2학년군에서는 ‘안전한 생활’의 4개 영역 중에서,
다양한 폭력 상황에 대한 이해와 대처 방법을 다루는
( ㉢ ) 영역을 강조하여 운영하면 어떨까요?
(나)
◦운영 방향
-자신을 보호할 수 있는 기초적 능력 배양
-자율활동과 ‘안전한 생활’을 연계하여 운영
◦강조해야 할 내용
-집단 따돌림의 해로움을 알고 예방한다.
-학교 폭력의 유형을 알고 대처한다.
-좋은 접촉과 나쁜 접촉을 구별하고 바르게 대처한다.
-가정 폭력이 발생했을 때 도움을 요청하는 방법을 안다.
1) (가)의 ㉠과 ㉡에 각각 들어갈 내용을 쓰시오. [2점]
㉠
㉡
2) (나)를 참고하여, (가)의 ㉢에 들어갈 ‘안전한 생활’의 영역
명칭을 쓰시오. [1점]"
2018-B-Q02,2018,B,2,사회,4,"1,2",2009,,,False,"2. (가)는 김 교사와 학생들의 대화이고, (나)는 김 교사의 교수․
학습 과정안이다. 물음에 답하시오. [4점]
(가)
김교 사: 교과서에 나온 국내 총생산, 1인당 국민 총소득
그래프를 보세요. 우리 경제가 어떻게 변했나요?
학생 1: 빠르게 변화한 것 같아요.
김교 사: 맞아요. 우리나라는 우수한 인적 자원을 바탕으로
농업과 어업 중심의 산업에서 경공업 중심의
산업을 거쳐 중화학 공업과 첨단 산업 중심으로
변화했어요. 중화학 공업에는 어떤 것이 있을
까요?
학생 2: 철강, 배, 자동차, 기계, 석유 화학 등이 있어요.
김교 사: 잘 대답했어요. 그러면 우리나라 경제가 성장
하는 데 정부는 어떤 노력을 했을까요? 정부는
한정된 예산으로 연구․개발을 지원하고, 중요
시설을 건설하고, 외국에 우리나라의 기술과
제품을 홍보하는 등의 정책을 추진해 왔어요.
…(중략)…
김교 사: 종합하면, 예산은 한정되어 있는데, 어느 분야에 우선
순위를 두고 지원할 것인지 결정을 잘 내렸기 때문에
빠른 성장을 이룰 수 있었어요. 만일 여러분이 우리
나라의 경제 성장 지원 정책을 결정해야 한다면, 어떤
선택을 할 건가요? 함께 생각해 봅시다.
[A]
(나)
단계 교수 ･ 학습 활동
결정 상황 확인
◦ ‘한정된 예산을 다양한 경제 성장 지원
정 책 중 어 디 에 지 원 할 것 인 가’라는
결정이 필요한 문제 상황을 확인한다.
대안 개발 ◦문제의 ( ㉠ )적 측면과 ( ㉡ )적
측면을 분석하고, 가능한 대안을 개발한다.
평가 기준 작성 ◦대안을 평가할 평가 기준에 대해 브레인
스토밍을 한 후, 평가 기준표를 작성한다.
대안 평가 ◦평가 기준에 따라 각 대안에 대해 점수를
매기고, 각 대안의 장단점을 평가한다.
최종 결정 ◦대안들 중 결론을 내리고 ( ㉢ )에 옮길
수 있는 계획을 수립한다.
2018학년도 공립 초등학교 교사 임용후보자 선정경쟁시험 (1차)
초등학교 교육과정 B
수험번호 : ( ) 성명 : ( )
3교시 11문항 40점시 험 시 간 70분
1) 2009 개정 사회과 교육과정(교육과학기술부 고시 제2012-14호)
내용 체계의 일반사회 영역 중 (가)의 [A]에 해당하는 주제를
쓰시오. [1점]
2) ① (나)에 활용된 사회과 수업 모형의 명칭을 쓰고, ② ㉠과
㉡에 들어갈 말을 각각 쓰시오. [2점]
①
②
3) (나)의 ㉢과 다음 제시문의 () 안에 공통으로 들어갈
단어를 쓰시오. [1점]
(나)에 활용된 수업 모형의 주제는 학생들이 다룰 수 있는
실제적인 주제, 개인의 가치를 바탕으로 취사선택할 수 있는
주제, () 이/가 가능한 주제가 적합하다."
2018-B-Q03,2018,B,3,사회,5,"2,3",,,,False,"3. (가)는 세계 지도와 통계 자료이고, (나)는 6.25 전쟁 때 월남
했던 할아버지와 예비 교사의 대화를 채록한 자료이다. 물음에
답하시오. [5점]
(가)
대륙 또는 국가 면적(천 km2)
아프리카 30,312
러시아 17,098
…(하략)…
(나)
1) 다음은 (가)의 세계 지도와 통계 자료를 활용한 수업에서
이루어진 교사와 학생의 대화이다. ① 학생의 질문과 직접적
으로 관련 있는 세계 지도의 단점을 쓰고, ②( ) 에 들어갈
지리 교구를 쓰시오. [2점]
교사 : 여러분, 세계 지도와 통계 자료를 보세요.
학생 : 선생님, 세계 지도를 보면 러시아가 아프리카 대륙보다
커 보여요. 그런데 이상해요. 통계 자료를 보면 아프리카
대륙이 러시아보다 훨씬 커요! 왜 그런가요?
교사: 좋은 질문이에요. 그러한 의문을 해결하기 위해 인터넷,
지도 이외에 실제 지구의 모습을 축소시켜 입체적으로
만든 () 을/를 활용해 봅시다.
①
②
2) 다음은 (나)를 활용한 수업에 대해 예비 교사와 지도 교사가
협의한 대화 내용이다. ① ⓐ에 들어갈 단어를 쓰고, ② 사료
학습에서 자료를 준비할 때 예비 교사가 고려해야 할 사항을
밑줄 친 ⓑ로부터 추론하여 쓰시오. [2점]
예비 교사: 할아버지와의 대화를 채록한 자료를 활용해서
6학년 학생을 대상으로 수업을 하려고 하는데,
만 3년에 걸친 6.25 전쟁의 전개 과정을 어떻게
알려 주면 좋을까요?
지도 교사:5 학년 단계의 학생들에게는 ‘인과 의식’이, 6학년
단계의 학생들에게는 ‘( ⓐ ) 의식’이 발달
한다는 점을 고려해야 해요. 할아버지가 흥남에서
피란 온 사실을 국군과 국제 연합군의 후퇴라는
6.25 전쟁의 전개 과정 속에서 설명하는 방식을
제안합니다.
예비 교사: 채록 자료의 분량이 많은데 어떻게 하지요? 그리고
그 자료와 함께 6.25 전쟁 때 참전했던 국제 연합군에
대한 당시의 신문 기사도 소개하려고 하는데…….
지도 교사: ⓑ자료의 분량이 많으면 요약해야 해요. 그리고
옛날 자료는 학생들이 이해할 수 있는 내용으로
다시 만들어야 합니다. 전체 채록 자료 가운데
중요한 내용을 간추리고, 신문 기사의 어려운
한자와 생소한 어투를 오늘날 사용하는 표현으로
바꾸어 사용하세요.
①
②
…(상략)…
예비 교사: 할아버지, 고향은 어디세요?
할아버지 : 내 고향은 함경도 흥남인데, 6.25 전쟁 때 속초로
피란을 와서 가족과 함께 살고 있어.
예비 교사: 피란 생활은 어떠셨어요?
할아버지 : 많이 힘들었어. 그 당시 국제 연합군이 파견된
것도 기억나.
예비 교사: 그들 가운데 직접 본 외국 사람도 있는지요?
할아버지 : 아프리카 대륙에서 온 에티오피아 사람들을 만났어.
그들의 활동이 신문에 나기도 했지.
예비 교사: 우리나라와 ㉠에티오피아의 기후가 달라서 힘들
었을 텐데요. 우리 학생들에게도 다른 나라가
힘들 때 도와줄 수 있도록 가르치는 게 좋겠어요.
…(하략)…
3) 다음은 (가)와 (나)를 활용한 수업에 대해 예비 교사와 지도
교사가 협의한 대화 내용이다 . () 안에 들어갈 단어를
쓰시오. [1점]
예비 교사: ㉠을 이해하는 데 도움이 되는 가장 핵심적인
학습 활동에는 무엇이 있을까요?
지도 교사: 학습자가 세계 지도에서 에티오피아의 수리적
위치를 확인하는 활동이 중요합니다. 수리적 위치를
나타내는 하나의 요소인 () 을/를 확인함
으로써 학습자가 ㉠을 추측할 수 있기 때문입니다."
2018-B-Q04,2018,B,4,도덕,4,3,2009,,,False,"4. (가)는 2009 개정 도덕과 교육과정(교육과학기술부 고시 제2012
-14호)에 의거하여 김 교사가 작성한 교수․학습 과정안의 일부이고,
(나)는 김 교사와 지도 교수가 나눈 대화이다. 물음에 답하시오. [4점]
(가)
학습 목표 아름다운 삶의 실천 사례를 살펴보고 이를 본받으
려는 마음을 다진다.
절차 교수 ･ 학습 활동
도입
◦아름다운 삶의 모습에 대한 호기심 유발하기
◦학습 문제 확인하기
전개1
◦아름다운 삶의 감동적인 사례 제시하기
◦감동적인 사례에 담긴 의미 파악하기
전개2
◦ ( ㉠ )
◦아름다운 삶과 관련하여 유사한 상상의 이야기
구성하기
…(하략)…
(나)
1) (가)와 (나)를 통해 추론할 수 있는, 2009 개정 도덕과 교육과정
(교육과학기술부 고시 제2012-14호)의 내용 체계에 제시된 주제를
쓰시오. [1점]
2) ① ㉡에 근거하여 ‘전개1’의 교수․학습 활동을 통해 달성
하고자 하는 교육적 효과를 쓰고, ② ㉢을 고려하여 ㉠에 들어갈
활동을 쓰시오. [2점]
①
②
3) ㉣에 들어갈 평가 방법을 쓰시오. [1점]"
2018-B-Q05,2018,B,5,바른 생활,1,3,2015,,,False,"5. 다음은 󰡔가을 1-2󰡕 ‘내 이웃 이야기’ 단원 9차시의 활동 내용을
재구성한 교수․학습 과정안의 개요이다. 이를 통해 지도하고자
하는 2015 개정 바른 생활 교육과정의 내용 체계에 제시되어 있는
내용 요소를 쓰시오. [1점]
◦ 일반화된 지식 : 이웃은 서로의 생활에 영향을 미친다.
◦ 성취기준 : 공공장소의 올바른 이용과 시설물을 바르게 사용
하는 습관을 기른다.
◦ 활동 내용
절차1 공원에서 일어나고 있는 상황 파악하기
절차2 공원을 이용할 때 지켜야 할 일 알아보기
절차3 공원을 이용할 때의 다양한 상황과 모범적인 행동을
설정하여 역할놀이하기
절차4 공공장소에서의 바른 생활 다짐하기
김교 사:5 학년 1단원 3차시의 학습 목표와 교과서에 제시된
내용의 성격을 고려하여 교수․학습 과정안을 작성
했습니다.
지도 교수: 김 선생님은 아름다움의 의미를 탐구하는 1차시와
아름다움이 지닌 가치를 판단하는 2차시의 후속 활동
으로, 3차시에서는 아름다운 삶의 사례를 살펴보고
본받을 수 있도록 교수․학습 과정안을 작성했군요.
김교 사:‘ 전개1’의 교수․학습 활동을 뒷받침하는 이론에는
어떤 것이 있습니까?
지도 교수: ㉡반두라(A. Bandura)의 사회 학습 이론이 대표적
입니다.
김교 사:‘ 전개2’의 교수․학습 활동은 어떻습니까?
지도 교수: 도덕 이야기 수업 모형에서의 핵심 활동을 적용
하였네요. 내러티브 접근에 따르면, ㉠의 활동은
㉢가치 규범과 바람직한 삶의 문제에 관한 자기
연관성을 높여 가치의 내면화를 도모하는 데 효과적
입니다.
김교 사: 그렇군요. 제가 작성한 교수․학습 과정안은 도덕적
심정의 함양을 목표로 하고 있는데, 어떤 평가 방법을
활용할 수 있습니까?
지도 교수: 여러 가지가 있지만 , 학생의 내면의 움직임과
가치․태도의 양상을 파악하기 위해서는 학습
활동지에 자신의 생각이나 의견을 답하게 하는
( ㉣ )을/를 추천해요. 이 평가 방법의 유형에는
자유 반응형, 체크리스트형, 등위형 등이 있어요."
2018-B-Q06,2018,B,6,수학,3,4,2015,[2수05-01],,False,"6. (가)는 2학년 2학기 ‘표와 그래프’ 단원의 학습 계열이고,
(나)는 본 학습 중 ‘그래프로 나타내기’ 수업에 대한 박 교사의
교수․학습 과정안이며, (다)는 정리 단계의 교수․학습 활동이다.
물음에 답하시오. [3점]
(가)
선수 학습 본 학습 후속 학습
( ㉠ )
◦자료를 조사하여 표와
그래프로 나타내기
◦표와 그래프의 편리한
점 알기
◦표와 그래프로 알게 된
내용 정리하기
◦ 그림그래프로
나타내기
◦ 막대그래프로
나타내기
◦꺾은선그래프로
나타내기
(나)
단계 교수 ･ 학습 활동
도입 ◦학생들이 좋아하는 간식 알아보기
전개
◦학생들이 좋아하는 간식 카드를 종류별로 칠판에 붙이기
◦그래프로 나타내는 방법 말하기
☞교수․학습 과정에서 다음 사항을 강조
-㉡다양한 관점을 존중하면서 다른 사람의 생각을
이해하고 수학적 아이디어를 표현하며 토론하게 한다.
◦ ○와 같은 기호를 이용하여 그래프로 나타내기
정리 ◦그래프로 나타내면 편리한 점 말하기
◦수업 내용 정리 및 차시 예고
(다)
박교 사: 다음은 준기네 모둠에서 완성한 그래프입니다. 이
그래프와 관련지어 오늘 공부한 내용을 말해 봅시다.
우리 반 학생들이 좋아하는 간식별 학생 수
치킨 ○○○○○
피자 ○○○○○○○
과자 ○○○○○○
떡볶이 ○○○○
간식
학생 수(명) 1234567
효주 : ㉢그래프로 나타낼 때 ○ 대신에 × 나 / 로 표시할
수도 있어요.
영기 : ㉣그래프로 나타내면 우리 반 아이들이 어떤 간식을
가장 좋아하는지 한눈에 알 수 있어요.
지수 : ㉤ 그래프를 보면 내 친구 효주가 어떤 간식을 좋아
하는지 알 수 있어요.
수일 : ㉥그래프로 나타낼 때 가로를 간식 종류, 세로를 학생
수로 할 수도 있어요.
1) 다음은 2015 개정 수학과 교육과정의 1～2학년군 ‘자료와
가능성’ 영역의 성취기준의 일부이다. ⓐ, ⓑ에 들어갈 용어를
사용하여 (가)의 ㉠에 들어갈 내용을 쓰시오. [1점]
[2수05-01]교실 및 생활 주변에 있는 사물들을 정해진 ( ⓐ )
또는 자신이 정한 ( ⓐ )(으)로 ( ⓑ )하여 개수를 세어
보고, ( ⓐ )에 따른 결과를 말할 수 있다.
2) (나)의 밑줄 친 ㉡을 통해 중점적으로 함양하고자 하는 수학
교과 역량을 1가지 쓰시오. [1점]
3) (다)의 ㉢～㉥ 중에서 적절하지 않은 것 1가지를 찾아 기호를
쓰고, 그 이유를 쓰시오. [1점]"
2018-B-Q07,2018,B,7,수학,4,"4,5",,,,False,"7. (가)는 ‘비와 비율’ 단원 수업의 일부이고, (나)는 이 수업에 대한
수업 비평문의 일부이다. 물음에 답하시오. [4점]
(가)
문제 자동차 X, Y는 같은 종류의 연료를 사용합니다.
자동차 X는 연료 12 L로 150 km를 달리고, 자동차 Y는
연료 9L로 120 km를 달립니다. 연료비를 절약할 수
있는 경제적인 자동차는 어느 것입니까?
교사 : 자신이 푼 방법을 이야기해 봅시다.
민희 : 자동차 X:  ÷  ,
자동차 Y:  ÷  ․․․․․․
이므로, 자동차 Y가 더 경제적이에요.
연우 : 자동차 X:  ×  ,  ×  ,
자동차 Y:  ×   ×  
이므로, 자동차 Y가 더 경제적이에요.
보라 : 자동차 X:  ×  ,  ×  ,
자동차 Y: ×  ,  ×  
이므로, 자동차 Y가 더 경제적이에요.
교사 : 세 학생의 풀이 방법을 비교해 봅시다.
진수 : 민희와 ( ㉠ )의 풀이 방법은 연료량을 같게 하여
비교했다는 점에서 서로 비슷한 것 같아요 . 그리고
( ㉡ )의 풀이 방법은 다른 두 학생의 방법과는
다른 것 같은데 , 그 차이를 어떻게 설명해야 할지
모르겠어요.
(나)
◦민희, 연우, 보라의 풀이 방법은 두 가지로 구분할 수 있다.
민희와 ( ㉠ )는 ‘같은 연료량으로 갈 수 있는 거리를 각각
계산해서 그 값이 큰 쪽이 경제적인 자동차이다.’라고 판단
하였다. 반면에, ( ㉡ )는 ‘같은 거리를 가는 데 필요한
연료량을 각각 계산해서 그 값이 ( ㉢ )’(이)라고
판단하였다.
◦ ‘연비는 자동차의 단위 연료(1 L)당 주행 거리(km)의 비율’
이라고 설명하고, 다음 표를 이용하여 자동차 X, Y, Z의
연비를 비교하는 문제를 제시하는 것도 좋다.
구분 자동차 X 자동차 Y 자동차 Z
연료(L) 12 9 6
주행 거리(km) 150 120 ㉣
1) ㉠과 ㉡에 들어갈 학생의 이름을 쓰시오. [1점]
㉠
㉡
2) (나)의 ㉢에 들어갈 내용을 쓰시오. [1점]
3) (나)의 표에서 자동차 Z의 연비가 자동차 X보다 높고, 자동차
Y보다 낮다고 할 때, ① ㉣에 들어갈 알맞은 자연수를 모두 쓰고,
② 그 풀이 과정을 쓰시오. [2점]
①
②"
2018-B-Q08,2018,B,8,수학,4,5,,,"[그림 2],[그림 1]",True,"8. (가)는 문제 해결 수업의 일부이고, (나)는 이 수업에 대한
수업일지의 일부이다. 물음에 답하시오. [4점]
(가)
(나)
◦문제 해결 과정을 보면 , 학생은 ‘합동인 도형의 성질을
사용하여, 잘라 붙여서 변형시킨 도형의 넓이는 같다.’는
( ㉢ ) 변형을 이해하고 있다.
◦ [그림 2]의 사각형의 넓이는 두 대각선의 길이의 곱의
( ㉣ )배가 된다는 사실을 활용하여 , 평행사변형의
넓이를 구하도록 하는 것도 좋을 것 같다.
1) (가)의 ① 밑줄 친 ㉠의 이유를 쓰고, ② ㉡에 들어갈 수를
쓰시오. [2점]
①
②
2) (나)의 ㉢에 들어갈 말과 ㉣에 들어갈 수를 쓰시오. [2점]
㉢
㉣
단계 교수 ･ 학습 활동
문제의
이해
문제 평행사변형 ㄱㄴㄷㄹ의 넓이를 구하시오.
교사 : 구하려고 하는 것과 조건은 무엇입니까?
…(중략)…
해결
계획의
수립
학생 :[ 그림 1]의 선분 ㄴㄹ을 따라 잘라 붙이면,
[그림 2]와 같은 도형이 만들어져요.
[그림 1]
[그림 2]
…(중략)…
해결
계획의
실행
교사 : 우선, [그림 1]에서 선분 ㄱㄴ을 밑변이라 할 때
높이를 구해 봅시다.
학생:[ 그림 2]를 이용하여 높이를 구해 볼게요. 여기서
점 ㅂ과 점 ㅇ을 이었을 때, ㉠삼각형 ㅁㅂㅇ은
정삼각형이에요. 따라서 평행사변형 ㄱㄴㄷㄹ의
높이는 ( ㉡ )(cm)입니다.
교사 : 맞아요. 이제 넓이를 구해 봅시다.
…(중략)…
반성 교사 : 풀이 과정이 옳은지 확인해 봅시다.
…(하략)…"
2018-B-Q09,2018,B,9,미술,5,6,2009,,,False,"9. (가)는 예비 교사와 교사 A, B의 대화이고, (나)는 (가)의 대화
내용을 반영하여 구상한 주요 학습 활동이다. 물음에 답하시오.
[5점]
(가)
예비 교사:5 학년 학생들 중에는 [작품 1]과 같이 그리는
경우가 있는데, 수업을 어떻게 구성해야 할지 고민
입니다.
[작품 1] [ 작품 2]
학생 작품 학생 작품
교사 A: [작품 1]은 [작품 2]에 비해 형태뿐만 아니라, 색채
에서도 나뭇잎은 초록색, 하늘은 파란색 등과 같이
도식적 혹은 개념적으로 단순하게 표현되어 있습니다.
교사 B: 이런 문제를 해결하기 위해서는 체험, 표현, 감상
영역의 활동이 유기적으로 잘 연계되도록 수업을
구성할 필요가 있어 보입니다.
예비 교사: 그러면 체험 활동의 경우, 수업 내용을 어떻게
구성하면 좋을까요?
교사 A: 우선 대상이나 현상에 관심을 가지고 다양한 활동을
통해 ( ㉠ )을/를 발견하도록 수업을 구성해야
합니다. 주의 깊게 관찰하거나 다른 교과의 지식을
활용하여 대상이나 현상의 ( ㉠ )을/를 찾아보는
것이 활동의 예입니다.
예비 교사: 이러한 체험 활동에서는 무엇을 평가하나요?
교사 B: 미술과 평가는 ( ㉡ ), 과정 및 결과를 지속적으로
살펴보며 균형 있게 평가해야 합니다. 따라서 체험
활동 평가에서도 이를 고려하는 것이 필요합니다.
(나)
구분 주요 학습 활동
체험 …(생략)…
표현
◦나무의 특징을 살려 나무의 형태 그려 보기
◦다양한 색으로 나무의 특징 표현하기
- 명도와 ㉢채도를 이해하고 다양한 색 만들어 보기
- 나무를 다양한 색으로 표현하기
감상
◦서로의 작품 감상하기
◦㉣ [작품 3]의 특징과 작가의 표현 의도 분석하기
[작품 3]
모네, 루앙 성당 연작, 1894년 작
1) 2009 개정 미술과 교육과정에 제시된 5～6학년군의 ‘영역별
성취기준’과 ‘평가 방법 ’에 근거하여 (가)의 ㉠에 공통으로
들어갈 용어와 ㉡에 들어갈 용어를 각각 쓰시오. [2점]
㉠
㉡
2) 다음은 (나)의 밑줄 친 ㉢에 대한 지도 내용이다. 옳지 않은 것
2가지를 찾아 기호를 쓰고, 채도를 바르게 지도하는 내용으로
각각 고쳐 쓰시오. [2점]
ⓐ 채도는 색의 밝고 어두운 정도를 말한다.
ⓑ 무채색은 채도가 없다.
ⓒ 순색에 가까울수록 채도가 낮다.
ⓓ 채도가 다른 배경 색에 따라 같은 주황색이라도 채도가
달라 보인다.
①
②
3) 교사는 학생이 도식적인 색의 사용에서 벗어나도록 지도하기
위해 (나)의 밑줄 친 ㉣을 선정하였다. ㉣이 이에 적절한 이유를
연작으로 제작한 작가의 의도와 관련하여 쓰시오. [1점]"
2018-B-Q10,2018,B,10,영어,3,7,2009,,,False,"10. 다음은 김 교사의 6학년 영어 수업의 일부이다. 물음에
답하시오. [3점]
T:I have a card from my friend. Can you guess what
kind of card it is?
Ss : Birthday card?
T:V e r y close. It’s an invitation card. My friend invited
me to her birthday party. Look at the screen. (실물
화상기에 카드를 올리며) Let’s read the card together.
Ss : (교사와 함께 카드의 내용을 읽는다.)
T : Good. We’ll make an invitation card, like this. Think of
a party you want to have. I’ll give you three minutes.
Ss : (각자 자신이 열고 싶은 파티에 대해 생각한다.)
T:N o w listen carefully. I’ll explain how to make an
invitation card. I’ll put different shapes and colors of
cards on the blackboard. And I’ll write some model
sentences with blanks. Use these model sentences and
write your invitation card.
T:( 카드를 나눠 주며) I’ll pass the cards around. Please
take one card you want.
Ss : (카드를 한 장씩 골라 갖는다.)
T:O n the card, copy the model sentences. And fill in the
blanks with words, like your party name, time, place,
and so on. For example, take a look at this sentence,
“We will ______ at the party.” Write what you will do
at your party in the blank. Use the words and phrases
that you’ve learned so far. Do you understand?
Ss : Yes.
…(중략)…
Ss : (모두 각자의 초대장을 완성한다.)
T:A r e you finished? Now, stand up and go around the
classroom. Show your card to your friends and invite
them.
Ss : (초대장을 들고, 파티에 초대하는 말을 묻고 대답한다.)
T: ㉠ (학생들이 활동하는 동안 교실을 돌아다니며 체크
리스트에 기록한다.)
1) 다음은 2009 개정 영어과 교육과정의 5～6학년군 성취기준의
일부이다. 김 교사가 이 수업에서 학습 목표로 하는 성취기준을
찾아 기호를 쓰고 , 김 교사의 발화 중에서 이것이 가장 잘
나타난 문장을 1개 찾아 쓰시오. [1점]
ⓐ 자신이나 가족 등에 관해 짧고 간단하게 쓴다.
ⓑ 문장 안에서 인쇄체 대․소문자를 바르게 쓴다.
ⓒ 소리와 철자의 관계를 바탕으로 쉬운 낱말을 듣고 쓴다.
ⓓ 예시문을 참고하여 간단한 초대, 감사, 축하 등의 짧은 글을
쓴다.
2) 다음은 김 교사가 밑줄 친 ㉠에서 활용한 체크리스트이다.
2009 개정 영어과 교육과정의 ‘언어 기능 통합 평가의 방법’에
근거하여, 김 교사가 사용한 수행평가의 방법을 쓰시오. [1점]
3) 다음은 김 교사가 수업을 마친 후 작성한 성찰 일지이다 .
수업 내용과 일치하지 않는 것 1가지를 찾아 기호를 쓰고 ,
그 이유를 쓰시오. [1점]
Nov. ○○, 2017
ⓐ Today students made invitation cards. I chose this
activity because an invitation card is a kind of text
the students are likely to encounter in the real world.
ⓑ Every student participated in this writing activity. It
was a way of getting the students to write short
meaningful pieces of writing.
ⓒ I controlled the writing activity, so the students
were not allowed to express their own ideas.
ⓓ Although the writing activity was structured, the
students could practice communicating using the
model sentences."
